answer
960
4836
4836
953
3261
2342
2452
4814
2155
3438
1690
976
647
3459
98
2470
4932
3565
3083
648
1332
953
357
986
908
3810
2083
4783
796
708
2848
2549
3201
1357
794
2356
845
2773
3439
3098
1894
4561
2274
930
2829
2829
361
4722
3510
1646
983
2229
2741
1715
1715
4357
2819
3883
2274
505
2749
2820
983
4491
2636
284
3330
3097
2949
2105
2280
4177
3732
4659
1178
2280
2422
4642
1150
1913
3923
3571
361
4446
704
586
240
4888
3424
2377
4683
1611
4642
1732
397
4839
3746
2697
183
4344
1740
2063
2280
4683
1751
4640
4446
3198
484
3719
1084
1697
4093
125
193
1443
4091
1519
1722
4342
4481
2949
4245
4245
297
3551
1646
1369
617
4945
1667
3083
927
437
741
601
1646
3554
1646
2501
1178
1175
2494
1619
4338
1074
2780
518
1333
361
284
260
989
112
3037
4509
1138
145
397
2610
1646
1740
1711
532
3424
532
4922
3895
302
72
2274
3601
4390
1550
1464
4814
139
112
3048
2822
1491
3459
4907
4907
4842
2458
3888
2
1601
1728
4783
4446
4446
2549
1690
4894
14
3048
1118
2096
1873
4270
193
4493
1984
744
2530
744
125
88
4372
2086
3431
2848
1681
4533
617
2377
4239
3439
4245
4847
1970
345
4918
416
1202
2949
2516
14
3198
3352
484
2610
1950
4764
109
3459
4922
240
54
245
3732
532
2355
4308
577
4670
1138
2851
1561
2280
3432
145
3143
700
2319
1288
4088
4551
4319
125
4918
2848
4665
1933
739
1933
4396
4738
125
647
357
4245
1269
276
4546
2499
1854
2220
4836
972
239
361
3084
1199
3781
1602
4095
4814
98
4814
2949
710
3175
2549
4270
2549
1306
3676
4093
986
2756
1601
1028
4573
4091
2138
2200
1304
3314
2501
4446
648
1611
2334
4132
4533
157
4760
4760
1703
2210
4642
4039
4270
1178
326
2549
453
238
2217
1711
4270
3519
4926
2949
1569
125
3917
1611
240
2937
1604
2658
583
4493
1611
803
4642
1237
3675
1684
1198
3271
2816
4045
4760
3989
647
3102
1252
4270
2200
4918
2820
125
610
2549
3519
3676
2658
1705
4783
193
3424
2474
882
882
2178
3942
989
594
4573
323
3164
125
3652
4916
3428
3367
3483
4814
4675
240
4918
2773
3258
4501
1667
2342
3453
3080
357
976
88
577
3695
3319
3462
820
3802
284
3905
477
3483
1953
2455
88
1646
4814
789
3835
4091
2949
42
708
2949
505
1888
3715
72
1287
1357
3335
617
2820
4932
4782
4642
627
525
4433
691
945
708
866
1125
1960
20
594
4894
4810
648
361
1918
3431
617
4642
740
617
145
4642
4888
3271
2139
4126
361
1517
4254
4254
4880
2509
442
4670
85
2295
1611
3885
2468
3335
1646
2773
3409
4183
648
1983
3335
2
3083
4292
1014
88
1725
1087
240
648
4749
647
4665
4783
2210
3335
284
3308
284
3071
1665
2795
2178
2342
1087
2639
3307
2506
276
1470
4091
357
986
107
276
4177
3963
4695
505
3173
3535
3078
1055
4245
4735
416
3423
416
3165
3813
3165
1690
3118
3431
3453
3509
617
2549
3282
3282
3068
647
3823
4091
1857
648
767
1406
3813
62
1681
1569
3424
3060
3424
1752
2738
2780
2549
4659
284
3300
1601
1118
522
2342
3335
3732
56
3227
1628
2970
2773
193
1653
10
2736
2887
62
4243
2773
1578
4918
2639
3685
361
3446
4652
191
3791
2401
647
4239
4985
145
708
2342
839
773
708
3338
2755
297
391
2347
268
4479
647
1522
935
2072
397
268
882
37
297
2784
1238
741
2987
741
4888
4333
3314
4642
4177
960
3625
134
3660
3573
3314
1738
3085
3228
4005
1993
4342
1351
145
3018
4661
4683
4642
203
4275
2260
4954
1128
2342
2468
361
734
361
1421
2694
648
3078
2730
3660
4091
193
2536
1856
4642
2442
2652
4392
448
4664
1048
429
4767
4880
255
2025
123
3438
4406
193
186
2179
323
72
2632
4128
3335
3519
4305
3066
284
2251
2779
4373
58
4373
2050
2342
2050
1343
1451
2632
4270
4372
125
181
1728
4026
389
1129
3775
4686
2872
171
1857
2989
3459
203
2949
203
357
357
3479
2820
437
4093
882
2342
248
1667
1667
4086
3064
2287
4131
159
238
839
3660
4874
1667
4642
3095
4245
3923
125
331
3315
4301
3078
3232
276
3424
3510
169
69
2274
112
2280
145
4043
3665
85
130
3081
205
209
4106
1091
882
239
2511
3207
882
3080
4005
112
4493
2198
228
647
617
4793
3198
1404
4280
4349
1918
2
1736
1418
2377
3314
2989
647
1922
1482
897
37
1628
4642
1940
1287
33
3314
2633
4945
357
812
357
4091
4738
4131
1951
3510
2779
2536
2949
1725
60
3258
740
4561
1921
4344
803
193
2972
3100
205
3499
2274
4394
2549
463
463
767
361
2445
647
1241
284
908
4005
4926
945
1241
4932
2296
3459
2530
3459
453
4005
917
112
647
633
4086
4843
772
2951
4406
2940
1048
648
2274
1583
3459
839
532
532
1197
1214
3524
4280
1601
3182
4086
4642
14
4501
4814
1984
4945
3655
4106
815
2315
1332
1554
3259
1995
562
324
3175
4836
708
4918
107
2683
1926
203
3685
4406
259
4894
2779
2274
2937
4839
3022
4670
248
4193
3510
284
3319
4683
1588
3102
1455
3018
98
2638
1205
127
1646
3510
3796
1050
2833
3397
189
1993
4573
2342
3895
4445
3282
4640
4918
2816
193
4783
855
708
3409
1653
4945
767
3198
3198
2755
2949
708
2528
2949
4926
2251
3715
2549
827
3224
3224
505
4797
4782
112
3372
116
4091
1646
4177
1601
4573
2274
4839
3459
4394
4545
3905
1157
1973
361
1790
4106
4683
416
3048
3955
917
4918
4177
4445
2468
4091
3660
76
953
569
4284
2848
3459
647
2501
2
3958
145
4642
710
3660
1690
1864
2
700
1550
21
109
3628
3092
1873
3497
3282
1569
2958
2377
82
2549
2458
740
88
4642
3977
209
3372
769
2447
3728
4270
2549
1940
4918
2639
268
4738
4876
2795
1736
2795
725
284
4704
3942
2037
3097
145
2203
4642
4091
4245
2160
1113
882
3770
1711
3496
3258
4026
767
4735
3594
3018
4745
4005
2155
4850
2792
2280
4932
3955
4064
4783
3389
4005
4501
4738
4284
276
3820
4793
3131
2953
361
2320
2667
2220
145
2639
4642
2280
1601
3483
4086
4714
4534
688
203
3820
4767
786
786
648
660
4683
3685
4881
4177
193
3300
297
357
2349
444
4029
240
4793
69
2968
1270
4788
4098
593
1585
1646
125
708
2356
4071
4228
266
4270
14
2274
88
1854
4043
815
4217
4091
4106
297
3342
3510
4640
4533
2608
420
1787
4695
4474
4932
3341
4888
3018
3330
2511
1224
3459
2610
4131
1667
4918
1113
3459
3381
2445
495
116
4941
4533
741
4960
322
1448
1470
3113
3381
1679
4642
3335
3300
1261
1455
3330
308
1813
4053
361
4989
1646
145
3660
3084
2083
2083
1611
3314
3198
647
2641
1642
3312
2274
1281
4926
4275
4926
4814
98
2274
264
2075
2
1306
389
4352
4005
3344
82
4945
3888
4893
764
4642
2356
1522
276
69
3397
3201
361
1053
1790
3424
284
981
296
4894
3510
3510
416
882
3459
2280
2872
1522
4177
193
2697
4106
319
4561
1705
1178
730
221
4245
4665
4382
4757
4683
1270
4893
4929
1751
953
4575
2549
647
284
4545
4382
98
1918
3823
3432
3409
2207
4945
740
1602
4177
2454
2454
2454
4270
2
2756
2300
2548
1926
708
4932
4634
3431
193
1753
525
1854
4245
484
125
4782
647
1357
3337
367
1171
2280
4930
4617
137
2755
140
285
4798
4738
2654
740
510
2988
1404
3198
3198
2204
1244
4352
3905
3905
2549
193
3263
193
567
2639
1357
3719
1501
2549
2101
1923
3335
548
397
240
1200
3335
300
357
2155
2021
647
4005
2319
3424
125
530
2295
866
882
3386
4642
4392
2220
1690
4783
3732
57
3661
2614
1128
3915
2280
203
1178
4005
1129
4245
2274
1048
4001
125
1357
586
2478
439
2356
1041
4814
177
4683
276
4961
532
2077
2077
2210
1128
2949
2004
3928
361
2265
1698
3080
2392
1460
4091
2955
4581
4954
284
3661
3304
741
4757
983
2355
4337
1038
357
3564
3564
88
2820
740
62
4692
1611
4907
3510
3510
647
2949
617
4851
4642
2342
1646
740
361
3424
3510
3048
4880
4372
1128
163
125
610
4581
4270
4642
198
198
2632
3210
780
780
3335
3335
1588
4642
1736
4275
648
532
198
2029
66
463
1660
2639
4880
617
2828
4986
193
3078
682
2619
1202
261
2138
4561
3048
4683
4204
696
1984
4477
4764
4894
1752
1752
1178
794
284
4749
2070
2334
1253
4642
2470
181
413
2220
2975
882
3479
2819
2274
4275
4573
125
4183
1753
2949
2119
2858
569
2317
2274
2280
1263
1252
4091
908
492
4814
3635
4639
3914
2586
234
4858
4858
331
617
2530
37
648
1304
1407
4270
1407
2
4400
4245
740
4783
740
647
3271
786
4642
3315
3779
1522
3660
4086
648
3164
3732
107
3814
2949
3198
1270
2820
4642
1588
1667
2848
1343
1711
4635
1667
1646
320
1681
712
484
4645
203
3519
193
532
2773
3450
302
4445
4668
4457
4955
2549
2280
2274
3459
4695
1357
1089
297
40
1667
3335
882
4520
4766
3939
4642
125
2342
866
4091
4844
4406
4501
2274
2820
4096
882
2911
4118
2848
1143
357
3888
1522
2510
3083
2657
4096
1785
4562
3923
1740
1984
1740
648
3083
647
3459
2274
511
4783
3409
1519
4382
3335
2795
1736
361
647
4783
255
3341
361
1443
1846
2468
474
1740
1868
3732
2820
4640
189
193
276
4573
4675
85
361
1103
820
820
3510
361
617
125
4373
4128
3262
3424
3424
444
3459
827
4270
1485
1535
231
1069
1605
2949
80
4642
740
648
3424
3113
24
2639
4106
2949
64
3643
4270
465
361
3885
2949
2639
3312
360
437
112
2273
3782
586
1088
4245
4767
2756
382
3432
2155
647
4245
2256
4836
4738
1842
4941
2138
126
4221
3308
1752
284
554
268
837
908
112
193
2315
2872
4902
3335
4394
2443
3676
266
1454
361
1711
2063
127
3335
1984
3102
882
2549
3440
4932
4106
268
125
3510
0
903
2549
2862
4695
4053
4642
2155
3372
854
740
2653
4929
115
160
361
4960
1600
4642
1943
4941
3459
3071
673
740
2784
2454
4799
24
24
3932
3078
4783
3459
3459
1509
2937
2086
3459
2401
3835
1779
647
319
4661
2274
331
53
2274
1304
2551
357
4932
3732
4642
772
4642
4738
3571
3881
3510
3459
882
3282
71
1904
1587
4064
4683
3738
945
80
1926
285
361
3817
4625
4879
2342
3397
80
1854
2203
630
4336
1022
4177
515
657
657
297
4642
674
923
923
3582
3080
2831
1087
3102
1202
189
416
1304
1605
4888
3537
4788
923
3496
2639
676
953
3628
3183
1129
4106
2368
145
2274
3335
4814
201
1667
4194
1670
125
4396
2988
4826
3905
2549
486
2274
736
2224
3782
647
112
1684
1684
3775
2392
3080
983
1522
2454
14
125
2549
4782
1740
3431
3083
1683
3083
2447
4394
647
645
2274
960
648
1734
1252
3685
2697
75
3198
3335
705
1653
708
2848
3290
1578
882
532
1984
1355
740
4446
740
2468
3424
3083
4128
3955
2162
786
3165
1089
1711
2743
495
239
4986
708
3094
1391
3083
532
88
2163
437
1984
3201
1681
4352
647
4640
3183
1960
193
3535
2876
1192
145
69
301
361
4337
647
98
4245
2639
3497
4642
3409
2447
1663
4960
112
2933
1646
1595
3282
203
4091
2504
3571
437
4670
2088
866
366
462
1178
4651
1178
177
1605
3459
885
4005
647
837
1740
3715
3564
4926
391
3372
1313
112
4106
2086
1588
145
1443
1126
1294
1418
1580
768
647
740
14
1464
361
4783
4005
647
3459
4738
3483
3459
4964
3459
4918
4481
708
2549
1653
2348
2447
3225
1324
4890
1711
40
2536
1126
191
2501
2848
740
4177
1357
4690
484
4333
1053
3217
648
416
4814
116
3340
3078
973
4642
3431
1457
3551
1477
866
395
30
27
4932
3813
6
145
4704
4091
732
532
1496
1030
4642
1740
163
4642
3337
30
145
151
4177
4177
1202
4573
4446
4642
3290
3251
1667
2773
4642
2355
4533
169
4533
3080
41
3182
4954
804
2206
555
4738
3335
125
125
3308
2831
14
14
4005
704
3335
3068
3207
4880
647
416
145
484
960
268
3643
4128
475
397
4270
983
2747
484
2274
1646
72
2750
4533
4477
40
112
986
361
2342
4954
4683
193
4880
193
4642
3459
40
2953
3594
1080
3995
260
3995
125
416
4675
882
591
4745
1116
1209
117
4642
1646
960
3080
3237
2139
2816
4177
4945
4683
3164
3164
3459
3459
4642
2852
1740
1074
4106
160
989
397
1555
4106
4899
2779
577
4091
1667
2773
2949
2139
69
1630
2683
2468
284
4412
2949
4836
1612
1918
3928
4918
4096
3174
3174
3715
193
1653
145
4208
4333
3100
2820
4945
2820
2345
1287
2912
2548
3314
2215
3619
648
145
583
145
1748
2454
2949
4867
3623
2872
3262
708
2949
1087
145
811
2848
297
2549
2949
4177
3174
88
986
1357
1984
6
1156
4918
4095
45
1611
1943
1684
3942
4005
107
647
4963
4091
437
2274
1611
1359
3989
4283
4283
3939
1173
3244
4698
2139
125
80
3510
668
181
4455
793
121
416
2970
3732
391
45
284
708
397
4955
2274
3510
1752
1690
1665
4005
2638
1736
4642
4642
1443
